web_scraper_order,web_scraper_start_url,nom,prix,adresse,image
"1771781983-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin nain tête de lion","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4060697_uploaded_image1_1674397870.jpg"
"1771781983-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules pondeuses","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4055238_uploaded_image2_1674047643.jpeg"
"1771781983-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereau Angora","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4054751_uploaded_image1_1674032700.jpg"
"1771781983-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4052032_uploaded_image1_1673874541.jpg"
"1771781983-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Chochin","95 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050293_uploaded_image1_1673730559.jpg"
"1771781983-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple   Braman Cochin","95 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050206_uploaded_image1_1673726092.jpg"
"1771781983-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet Braman cochin","950 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg"
"1771781983-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets de chairs","4 000CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_4044027_uploaded_image1_1673388793.jpg"
"1771781983-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins de chair","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4041126_uploaded_image1_1673258391.jpg"
"1771781983-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple angoura","30 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4036533_uploaded_image1_1672950565.jpg"
"1771781983-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeons voyageurs","12 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034954_uploaded_image1_1672875776.jpg"
"1771781983-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple voyageur blanc","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034942_uploaded_image1_1672874900.jpg"
"1771781983-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Perruches anglaise - couple","50 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4033120_uploaded_image1_1672788351.jpg"
"1771781983-510","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Perruche ondulée","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4033032_uploaded_image1_1672783609.jpg"
"1771781983-511","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Cochin","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4030997_uploaded_image1_1672682387.jpg"
"1771781983-512","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq cochin","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4030993_uploaded_image1_1672682272.jpg"
"1771781983-513","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4028864_uploaded_image2_1672481470.jpeg"
"1771781983-514","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets de chair","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4021629_uploaded_image1_1671880183.jpg"
"1771781983-515","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple texan","40 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4021335_uploaded_image1_1671837753.jpg"
"1771781983-516","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple mondain","90 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4021333_uploaded_image1_1671837659.jpg"
"1771781983-517","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeons","14 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4019501_uploaded_image1_1671719532.jpg"
"1771781983-518","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","50 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_4013190_uploaded_image1_1671298740.jpg"
"1771781983-519","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","30 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4012180_uploaded_image1_1671225603.jpg"
"1771781983-520","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules","35 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4012177_uploaded_image3_1671225532.jpeg"
"1771781983-521","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","12 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4009110_uploaded_image1_1671058199.jpg"
"1771781983-522","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple Brahma","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4005445_uploaded_image1_1670854767.jpg"
"1771781983-523","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon français","25 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3999035_uploaded_image1_1670454354.jpg"
"1771781983-524","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq mal cochain","65 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3990507_uploaded_image1_1669994795.jpg"
"1771781983-525","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","80 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3989311_uploaded_image1_1669935034.jpg"
"1771781983-526","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Mondain","85 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3986519_uploaded_image1_1669815997.jpg"
"1771781983-527","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Mâle Brahma","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3983729_uploaded_image1_1669650251.jpg"
"1771781983-528","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin bleu holande","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981130_uploaded_image1_1669460038.jpg"
"1771781983-529","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin dinde chair","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981127_uploaded_image1_1669459933.jpg"
"1771781983-530","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Pan Indien","30 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958692_uploaded_image1_1668044083.jpg"
"1771781983-531","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","30 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3956250_uploaded_image1_1667916487.jpg"
"1771781983-532","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq choie & bramane","50 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3956033_uploaded_image1_1667909977.jpg"
"1771781983-533","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Paire Brahma","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3941235_uploaded_image1_1667077382.jpg"
"1771781983-534","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","25 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3937288_uploaded_image1_1666813728.jpg"
"1771781983-535","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin male Fauve","65 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3934536_uploaded_image1_1666646311.jpg"
"1771781983-536","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3916214_uploaded_image1_1665526226.jpg"
"1771781983-537","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin mâle engoura","20 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911550_uploaded_image1_1665233894.jpg"
"1771781983-538","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","10 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911548_uploaded_image1_1665233800.jpg"
"1771781983-539","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins de caille","500CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3882380_uploaded_image1_1663498641.jpg"
"1771781983-540","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Bleues d’Hollandes","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879030_uploaded_image1_1663241521.jpg"
"1771781983-541","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Bleues Hollandaises","1 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879015_uploaded_image1_1663241115.jpg"
"1771781983-542","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet chair","4 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3869035_uploaded_image1_1662638536.jpg"
"1771781983-543","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Brahmans Herminé et Cochins","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3868279_uploaded_image1_1662589600.jpg"
"1771781983-544","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin pintade","1 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3859176_uploaded_image1_1662124807.jpg"
"1771781983-545","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","3 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3856165_uploaded_image1_1662024131.jpg"
"1771781983-546","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon voyageur","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3856160_uploaded_image1_1662023975.jpg"
"1771781983-547","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Diamant Mandarin Huppé","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3841798_uploaded_image1_1661198573.jpg"
"1771781983-548","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3829942_uploaded_image1_1660489290.jpg"
"1771781983-549","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg"
"1771781983-550","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","3 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3820323_uploaded_image1_1659956851.jpg"
"1771781983-551","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons portugais espagnols","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg"
"1771781983-552","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons espagnols","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818867_uploaded_image1_1659851278.jpg"
"1771781983-553","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3818707_uploaded_image1_1659828045.jpg"
"1771781983-554","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Opal","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_3817370_uploaded_image1_1659739915.jpg"
"1771781983-555","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","3 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3812639_uploaded_image1_1659524524.jpg"
"1771781986-556","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple lapin français","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4505989_uploaded_image1_1702996795.jpg"
"1771781986-557","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4490937_uploaded_image1_1702037014.jpg"
"1771781986-558","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Angora male","8 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4473413_uploaded_image1_1701020741.jpg"
"1771781986-559","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Angora male","18 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4473399_uploaded_image1_1701019994.jpg"
"1771781986-560","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon King Blanc","75 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
"1771781986-561","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Lahor","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg"
"1771781986-562","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Femelle lapin demi sang + cage","40 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464349_uploaded_image1_1700417993.jpg"
"1771781986-563","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4453957_uploaded_image1_1699727543.jpg"
"1771781986-564","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coqs","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4444985_uploaded_image1_1699208691.jpg"
"1771781986-565","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg"
"1771781986-566","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapins","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4434579_uploaded_image1_1698581736.jpg"
"1771781986-567","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg"
"1771781986-568","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4425850_uploaded_image1_1697991508.jpg"
"1771781986-569","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Cochons d'Inde","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4425812_uploaded_image1_1697988348.jpg"
"1771781986-570","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons voyageur de compétition","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg"
"1771781986-571","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons","3 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418917_uploaded_image1_1697461219.jpg"
"1771781986-572","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418908_uploaded_image1_1697461394.jpg"
"1771781986-573","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418898_uploaded_image1_1697460446.jpg"
"1771781986-574","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","35 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4408360_uploaded_image1_1696785290.jpg"
"1771781986-575","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4406776_uploaded_image1_1696680924.jpg"
"1771781986-576","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4406771_uploaded_image1_1696680728.jpg"
"1771781986-577","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins","26 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4399877_uploaded_image1_1696286458.jpg"
"1771781986-578","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule Brahma","25 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4389249_uploaded_image1_1695564020.jpg"
"1771781986-579","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapins","20 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4384422_uploaded_image1_1695232906.jpg"
"1771781986-580","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4381621_uploaded_image1_1695057585.jpg"
"1771781986-581","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Culbutant français","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4378163_uploaded_image1_1694787558.jpg"
"1771781986-582","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule Brahman herminé","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4369295_uploaded_image1_1694214443.jpg"
"1771781986-583","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4368816_uploaded_image1_1694188598.jpg"
"1771781986-584","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons de race","350 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4368566_uploaded_image1_1694179237.jpg"
"1771781986-585","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4359251_uploaded_image1_1693583547.jpg"
"1771781986-586","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin   Papillon","90 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4347215_uploaded_image1_1692800912.jpg"
"1771781986-587","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4337665_uploaded_image1_1692197761.jpg"
"1771781986-588","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4337664_uploaded_image2_1692903389.jpeg"
"1771781986-589","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapins","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4336471_uploaded_image1_1692120444.jpg"
"1771781986-590","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4333705_uploaded_image1_1691943760.jpg"
"1771781986-591","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4324644_uploaded_image1_1691345949.jpg"
"1771781986-592","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins de chair","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4323837_uploaded_image1_1691274033.jpg"
"1771781986-593","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","40 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4312499_uploaded_image1_1690566200.jpg"
"1771781986-594","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poules","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4302571_uploaded_image1_1689893299.jpg"
"1771781986-595","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4302356_uploaded_image1_1689878968.jpg"
"1771781986-596","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","15 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4298076_uploaded_image1_1689619080.jpg"
"1771781986-597","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4296184_uploaded_image1_1689472721.jpg"
"1771781986-598","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins Brahmanes","30 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290482_uploaded_image1_1689101216.jpg"
"1771781986-599","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin nain Loutre","30 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4289564_uploaded_image1_1689066044.jpg"
"1771781986-600","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulets  bleu Holland","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4287658_uploaded_image1_1688923156.jpg"
"1771781986-601","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4287413_uploaded_image1_1688907084.jpg"
"1771781986-602","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapins","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4287411_uploaded_image1_1688907003.jpg"
"1771781986-603","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Messager","25 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4286623_uploaded_image1_1688830929.jpg"
"1771781986-604","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulets de chair","4 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4283570_uploaded_image1_1688648209.jpg"
"1771781986-605","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulan","15 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg"
"1771781986-606","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulan","45 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4277890_uploaded_image1_1688316619.jpg"
"1771781986-607","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4268955_uploaded_image1_1687603560.jpg"
"1771781986-608","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","30 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4268327_uploaded_image1_1687541319.jpg"
"1771781986-609","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule Bleu Hollandais","7 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4224766_uploaded_image3_1684691526.jpeg"
"1771781986-610","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins cochin","7 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4255246_uploaded_image1_1686680990.jpg"
"1771781986-611","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapines","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4249408_uploaded_image1_1686311889.jpg"
"1771781986-612","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin californien","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_4248635_uploaded_image1_1686257041.jpg"
"1771781986-613","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","45 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4244917_uploaded_image1_1686063555.jpg"
"1771781986-614","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins Brahmans","30 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4243414_uploaded_image1_1685971475.jpg"
"1771781986-615","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Mondains","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4240446_uploaded_image1_1685727771.jpg"
"1771781986-616","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapine","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4235319_uploaded_image1_1685440928.jpg"
"1771781986-617","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Gris de Touraine","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4230722_uploaded_image1_1685059185.jpg"
"1771781986-618","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon mondain brun","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4230459_uploaded_image1_1685044108.jpg"
"1771781986-619","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Tambour Allemand","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4223933_uploaded_image1_1684609709.jpg"
"1771781986-620","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222723_uploaded_image1_1684515810.jpg"
"1771781986-621","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222721_uploaded_image1_1684515659.jpg"
"1771781986-622","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins de chair - bleu hollandais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4221943_uploaded_image2_1684477934.jpeg"
